qid,original_query,reformulated_query,pattern_applied,explanation,applicable,confidence
1121709,what are the three percenters?,what are the three percenters in the context of american militia movements,Contextual Restriction,Added a specific context (American militia movements) to narrow down the search results and provide more relevant information.,True,high
87452,causes of military suicide,causes of military suicide among veterans,Contextual Restriction,"The scope was narrowed down to focus specifically on veterans, which is a more specific group within the military population.",True,high
855410,what is theraderm used for,what is theraderm used for in dermatological treatments,Contextual Restriction,Added a specific context (dermatological treatments) to narrow down the usage of Theraderm.,True,high
1114646,what is famvir prescribed for,what is famvir prescribed for shingles,Contextual Restriction,Added a specific condition (shingles) to narrow down the context of the query.,True,high
19335,anthropological definition of environment,anthropological definition of environment in urban settings,Contextual Restriction,"The scope of the query was narrowed down by adding a specific context, 'urban settings', to refine the search results.",True,high
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition in neuroscience textbooks,Contextual Restriction,Added a specific context (neuroscience textbooks) to narrow down the search results.,True,high
405717,is cdg airport in main paris,is cdg airport located within the city limits of paris,Contextual Restriction,The scope of the query was narrowed down by specifying that the location is being considered within the city limits of Paris.,True,high
182539,example of monotonic function,example of a monotonic function in calculus,Contextual Restriction,Added 'in calculus' to narrow down the context and refine the search results.,True,high
1113437,what is physical description of spruce,physical description of spruce trees in a forest,Contextual Restriction,Added a specific context (in a forest) to narrow down the search results.,True,high
1129237,hydrogen is a liquid below what temperature,hydrogen is a liquid below what temperature under standard atmospheric pressure,Contextual Restriction,Added 'under standard atmospheric pressure' to specify the conditions under which hydrogen remains in a liquid state.,True,high
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger at mcdonald's,Contextual Restriction,"Added 'at mcdonald's' to specify the context, ensuring the comparison is within the same restaurant chain.",True,high
