qid,original_query,reformulated_query,pattern_applied,explanation,applicable,confidence
87181,causes of left ventricular hypertrophy,causes of left ventricular thickening,Semantic Clarification,Replaced 'hypertrophy' with 'thickening' to make the term more specific and understandable.,True,high
443396,lps laws definition,definition of lps laws,Semantic Clarification,Replaced 'lps laws definition' with a more specific and clear phrasing to directly ask for the definition.,True,high
1121709,what are the three percenters?,what are the 3%ers in american politics,Semantic Clarification,Replaced 'three percenters' with '3%ers in american politics' to clarify the ambiguous term and provide context.,True,high
87452,causes of military suicide,reasons for suicide among military personnel,Semantic Clarification,Replaced 'causes' with 'reasons' and specified 'military personnel' to clarify the context.,True,high
855410,what is theraderm used for,what is theraderm gel used for,Semantic Clarification,The term 'theraderm' was clarified by specifying it as 'theraderm gel' to provide more context and precision.,True,high
1114646,what is famvir prescribed for,for which conditions is famvir prescribed,Semantic Clarification,Replaced 'what is' with 'for which conditions' to make the query more specific and clear.,True,high
19335,anthropological definition of environment,anthropological definition of ecological environment,Semantic Clarification,The term 'environment' was replaced with 'ecological environment' to provide more context and specificity within the anthropological field.,True,high
47923,axon terminals or synaptic knob definition,definition of axon terminals or synaptic knobs,Semantic Clarification,Replaced 'axon terminals or synaptic knob' with 'axon terminals or synaptic knobs' to clarify the terms and ensure they are contextually relevant.,True,high
405717,is cdg airport in main paris,is cdg airport located in central paris,Semantic Clarification,Replaced 'main' with 'central' to clarify the location context.,True,high
182539,example of monotonic function,example of a function that is either always increasing or always decreasing,Semantic Clarification,Replaced 'monotonic function' with a more precise description to clarify the nature of the function.,True,high
1113437,what is physical description of spruce,what are the physical characteristics of spruce,Semantic Clarification,Replaced 'physical description' with 'physical characteristics' to make the query more specific and understandable.,True,high
1129237,hydrogen is a liquid below what temperature,hydrogen becomes a liquid below what temperature,Semantic Clarification,Replaced 'is a liquid' with 'becomes a liquid' to clarify the phase transition and make the query more specific.,True,high
146187,difference between a mcdouble and a double cheeseburger,difference between a McDonald's McDouble and a double cheeseburger,Semantic Clarification,Clarified 'McDouble' by specifying it is from McDonald's to avoid ambiguity.,True,high
