qid,original_query,reformulated_query,pattern_applied,explanation,applicable,confidence
443396,lps laws definition,definition of lps laws in legal context,Contextual Expansion,Added 'in legal context' to provide more specific information about the type of definition being sought.,True,high
1121709,what are the three percenters?,what are the three percenters movement in american politics,Contextual Expansion,Added 'movement in american politics' to provide more context and specificity.,True,high
87452,causes of military suicide,causes of military suicide among active duty personnel,Contextual Expansion,Added 'among active duty personnel' to provide more specific context and refine search results.,True,high
855410,what is theraderm used for,what is theraderm used for in dermatological treatments,Contextual Expansion,Added 'in dermatological treatments' to provide more context and specificity to the query.,True,high
1114646,what is famvir prescribed for,what conditions does famvir treat,Contextual Expansion,Expanded the query to specify that we are looking for the medical conditions treated by Famvir.,True,high
19335,anthropological definition of environment,anthropological definition of environment in cultural studies,Contextual Expansion,Added 'in cultural studies' to provide a specific context within anthropology.,True,high
47923,axon terminals or synaptic knob definition,axon terminals or synaptic knob definition in neuroscience,Contextual Expansion,Added 'in neuroscience' to provide additional context and refine the search results.,True,high
405717,is cdg airport in main paris,is cdg airport located within the main city limits of paris,Contextual Expansion,Added 'located within the main city limits' to provide more specific context about the location of CDG airport in relation to Paris.,True,high
182539,example of monotonic function,example of a monotonic function in calculus,Contextual Expansion,Added 'in calculus' to provide more specific context for the search.,True,high
1113437,what is physical description of spruce,what are the key physical characteristics of a spruce tree,Contextual Expansion,Added 'key' and 'tree' to specify that the query is about the main physical features of a spruce tree.,True,high
1129237,hydrogen is a liquid below what temperature,hydrogen's phase transition temperature from gas to liquid,Contextual Expansion,Added context about the phase transition of hydrogen to specify the query more clearly.,True,high
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger at mcdonald's,Contextual Expansion,"Added 'at mcdonald's' to provide additional context, making the query more specific.",True,high
